slug,imageNumber,shotType,prompt,outputPath
"women-knit-cardigan-21","1","MODEL HERO","high fashion editorial photography, women's knit cardigan in beige color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-knit-cardigan-21/1.jpg"
"women-knit-cardigan-21","2","PACKSHOT NO MODEL","professional product photography, knit cardigan in beige color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-knit-cardigan-21/2.jpg"
"women-knit-cardigan-21","3","MODEL LIFESTYLE","lifestyle fashion photography, women's knit cardigan in beige color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-knit-cardigan-21/3.jpg"
"women-knit-cardigan-21","4","DETAIL MACRO","macro photography, extreme close-up detail shot of knit cardigan in beige color, fabric texture detail, material weave, 55% Acrylic, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-knit-cardigan-21/4.jpg"
"women-leather-loafers-22","1","MODEL HERO","high fashion editorial photography, women's leather loafers in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-leather-loafers-22/1.jpg"
"women-leather-loafers-22","2","PACKSHOT NO MODEL","professional product photography, leather loafers in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-leather-loafers-22/2.jpg"
"women-leather-loafers-22","3","MODEL LIFESTYLE","lifestyle fashion photography, women's leather loafers in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-leather-loafers-22/3.jpg"
"women-leather-loafers-22","4","DETAIL MACRO","macro photography, extreme close-up detail shot of leather loafers in black color, fabric texture detail, material weave, Genuine Leather Upper, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-leather-loafers-22/4.jpg"
"women-trench-coat-23","1","MODEL HERO","high fashion editorial photography, women's trench coat in beige color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-trench-coat-23/1.jpg"
"women-trench-coat-23","2","PACKSHOT NO MODEL","professional product photography, trench coat in beige color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-trench-coat-23/2.jpg"
"women-trench-coat-23","3","MODEL LIFESTYLE","lifestyle fashion photography, women's trench coat in beige color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-trench-coat-23/3.jpg"
"women-trench-coat-23","4","DETAIL MACRO","macro photography, extreme close-up detail shot of trench coat in beige color, fabric texture detail, material weave, 65% Polyester, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-trench-coat-23/4.jpg"
"women-ribbed-bodysuit-24","1","MODEL HERO","high fashion editorial photography, women's ribbed bodysuit in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-ribbed-bodysuit-24/1.jpg"
"women-ribbed-bodysuit-24","2","PACKSHOT NO MODEL","professional product photography, ribbed bodysuit in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-ribbed-bodysuit-24/2.jpg"
"women-ribbed-bodysuit-24","3","MODEL LIFESTYLE","lifestyle fashion photography, women's ribbed bodysuit in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-ribbed-bodysuit-24/3.jpg"
"women-ribbed-bodysuit-24","4","DETAIL MACRO","macro photography, extreme close-up detail shot of ribbed bodysuit in black color, fabric texture detail, material weave, 95% Cotton, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-ribbed-bodysuit-24/4.jpg"
"women-midi-wrap-dress-25","1","MODEL HERO","high fashion editorial photography, women's midi wrap dress in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-midi-wrap-dress-25/1.jpg"
"women-midi-wrap-dress-25","2","PACKSHOT NO MODEL","professional product photography, midi wrap dress in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-midi-wrap-dress-25/2.jpg"
"women-midi-wrap-dress-25","3","MODEL LIFESTYLE","lifestyle fashion photography, women's midi wrap dress in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-midi-wrap-dress-25/3.jpg"
"women-midi-wrap-dress-25","4","DETAIL MACRO","macro photography, extreme close-up detail shot of midi wrap dress in black color, fabric texture detail, material weave, 100% Viscose, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-midi-wrap-dress-25/4.jpg"
"women-structured-tote-bag-26","1","MODEL HERO","high fashion editorial photography, women's structured tote bag in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-structured-tote-bag-26/1.jpg"
"women-structured-tote-bag-26","2","PACKSHOT NO MODEL","professional product photography, structured tote bag in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-structured-tote-bag-26/2.jpg"
"women-structured-tote-bag-26","3","MODEL LIFESTYLE","lifestyle fashion photography, women's structured tote bag in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-structured-tote-bag-26/3.jpg"
"women-structured-tote-bag-26","4","DETAIL MACRO","macro photography, extreme close-up detail shot of structured tote bag in black color, fabric texture detail, material weave, Genuine Leather, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-structured-tote-bag-26/4.jpg"
"women-oversized-shirt-dress-27","1","MODEL HERO","high fashion editorial photography, women's oversized shirt dress in white color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-oversized-shirt-dress-27/1.jpg"
"women-oversized-shirt-dress-27","2","PACKSHOT NO MODEL","professional product photography, oversized shirt dress in white color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-oversized-shirt-dress-27/2.jpg"
"women-oversized-shirt-dress-27","3","MODEL LIFESTYLE","lifestyle fashion photography, women's oversized shirt dress in white color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-oversized-shirt-dress-27/3.jpg"
"women-oversized-shirt-dress-27","4","DETAIL MACRO","macro photography, extreme close-up detail shot of oversized shirt dress in white color, fabric texture detail, material weave, 100% Cotton, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-oversized-shirt-dress-27/4.jpg"
"women-knit-pants-28","1","MODEL HERO","high fashion editorial photography, women's knit pants in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-knit-pants-28/1.jpg"
"women-knit-pants-28","2","PACKSHOT NO MODEL","professional product photography, knit pants in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-knit-pants-28/2.jpg"
"women-knit-pants-28","3","MODEL LIFESTYLE","lifestyle fashion photography, women's knit pants in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-knit-pants-28/3.jpg"
"women-knit-pants-28","4","DETAIL MACRO","macro photography, extreme close-up detail shot of knit pants in black color, fabric texture detail, material weave, 85% Polyester, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-knit-pants-28/4.jpg"
"women-leather-belt-29","1","MODEL HERO","high fashion editorial photography, women's leather belt in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-leather-belt-29/1.jpg"
"women-leather-belt-29","2","PACKSHOT NO MODEL","professional product photography, leather belt in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-leather-belt-29/2.jpg"
"women-leather-belt-29","3","MODEL LIFESTYLE","lifestyle fashion photography, women's leather belt in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-leather-belt-29/3.jpg"
"women-leather-belt-29","4","DETAIL MACRO","macro photography, extreme close-up detail shot of leather belt in black color, fabric texture detail, material weave, Genuine Leather, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-leather-belt-29/4.jpg"
"women-cashmere-blend-scarf-30","1","MODEL HERO","high fashion editorial photography, women's cashmere blend scarf in beige color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-cashmere-blend-scarf-30/1.jpg"
"women-cashmere-blend-scarf-30","2","PACKSHOT NO MODEL","professional product photography, cashmere blend scarf in beige color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-cashmere-blend-scarf-30/2.jpg"
"women-cashmere-blend-scarf-30","3","MODEL LIFESTYLE","lifestyle fashion photography, women's cashmere blend scarf in beige color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-cashmere-blend-scarf-30/3.jpg"
"women-cashmere-blend-scarf-30","4","DETAIL MACRO","macro photography, extreme close-up detail shot of cashmere blend scarf in beige color, fabric texture detail, material weave, 30% Cashmere, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-cashmere-blend-scarf-30/4.jpg"
"men-classic-oxford-shirt-31","1","MODEL HERO","high fashion editorial photography, men's classic oxford shirt in white color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-classic-oxford-shirt-31/1.jpg"
"men-classic-oxford-shirt-31","2","PACKSHOT NO MODEL","professional product photography, classic oxford shirt in white color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-classic-oxford-shirt-31/2.jpg"
"men-classic-oxford-shirt-31","3","MODEL LIFESTYLE","lifestyle fashion photography, men's classic oxford shirt in white color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-classic-oxford-shirt-31/3.jpg"
"men-classic-oxford-shirt-31","4","DETAIL MACRO","macro photography, extreme close-up detail shot of classic oxford shirt in white color, fabric texture detail, material weave, 100% Cotton, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-classic-oxford-shirt-31/4.jpg"
"men-slim-fit-chinos-32","1","MODEL HERO","high fashion editorial photography, men's slim fit chinos in navy color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-slim-fit-chinos-32/1.jpg"
"men-slim-fit-chinos-32","2","PACKSHOT NO MODEL","professional product photography, slim fit chinos in navy color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-slim-fit-chinos-32/2.jpg"
"men-slim-fit-chinos-32","3","MODEL LIFESTYLE","lifestyle fashion photography, men's slim fit chinos in navy color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-slim-fit-chinos-32/3.jpg"
"men-slim-fit-chinos-32","4","DETAIL MACRO","macro photography, extreme close-up detail shot of slim fit chinos in navy color, fabric texture detail, material weave, 98% Cotton, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-slim-fit-chinos-32/4.jpg"
"men-leather-dress-shoes-33","1","MODEL HERO","high fashion editorial photography, men's leather dress shoes in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-leather-dress-shoes-33/1.jpg"
"men-leather-dress-shoes-33","2","PACKSHOT NO MODEL","professional product photography, leather dress shoes in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-leather-dress-shoes-33/2.jpg"
"men-leather-dress-shoes-33","3","MODEL LIFESTYLE","lifestyle fashion photography, men's leather dress shoes in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-leather-dress-shoes-33/3.jpg"
"men-leather-dress-shoes-33","4","DETAIL MACRO","macro photography, extreme close-up detail shot of leather dress shoes in black color, fabric texture detail, material weave, Genuine Leather Upper, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-leather-dress-shoes-33/4.jpg"
"men-wool-blend-suit-jacket-34","1","MODEL HERO","high fashion editorial photography, men's wool blend suit jacket in navy color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-wool-blend-suit-jacket-34/1.jpg"
"men-wool-blend-suit-jacket-34","2","PACKSHOT NO MODEL","professional product photography, wool blend suit jacket in navy color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-wool-blend-suit-jacket-34/2.jpg"
"men-wool-blend-suit-jacket-34","3","MODEL LIFESTYLE","lifestyle fashion photography, men's wool blend suit jacket in navy color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-wool-blend-suit-jacket-34/3.jpg"
"men-wool-blend-suit-jacket-34","4","DETAIL MACRO","macro photography, extreme close-up detail shot of wool blend suit jacket in navy color, fabric texture detail, material weave, 70% Wool, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-wool-blend-suit-jacket-34/4.jpg"
"men-cotton-t-shirt-35","1","MODEL HERO","high fashion editorial photography, men's cotton t-shirt in white color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-cotton-t-shirt-35/1.jpg"
"men-cotton-t-shirt-35","2","PACKSHOT NO MODEL","professional product photography, cotton t-shirt in white color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-cotton-t-shirt-35/2.jpg"
"men-cotton-t-shirt-35","3","MODEL LIFESTYLE","lifestyle fashion photography, men's cotton t-shirt in white color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-cotton-t-shirt-35/3.jpg"
"men-cotton-t-shirt-35","4","DETAIL MACRO","macro photography, extreme close-up detail shot of cotton t-shirt in white color, fabric texture detail, material weave, 100% Cotton, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-cotton-t-shirt-35/4.jpg"
"men-denim-jeans-36","1","MODEL HERO","high fashion editorial photography, men's denim jeans in blue color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-denim-jeans-36/1.jpg"
"men-denim-jeans-36","2","PACKSHOT NO MODEL","professional product photography, denim jeans in blue color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-denim-jeans-36/2.jpg"
"men-denim-jeans-36","3","MODEL LIFESTYLE","lifestyle fashion photography, men's denim jeans in blue color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-denim-jeans-36/3.jpg"
"men-denim-jeans-36","4","DETAIL MACRO","macro photography, extreme close-up detail shot of denim jeans in blue color, fabric texture detail, material weave, 98% Cotton, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-denim-jeans-36/4.jpg"
"men-leather-belt-37","1","MODEL HERO","high fashion editorial photography, men's leather belt in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-leather-belt-37/1.jpg"
"men-leather-belt-37","2","PACKSHOT NO MODEL","professional product photography, leather belt in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-leather-belt-37/2.jpg"
"men-leather-belt-37","3","MODEL LIFESTYLE","lifestyle fashion photography, men's leather belt in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-leather-belt-37/3.jpg"
"men-leather-belt-37","4","DETAIL MACRO","macro photography, extreme close-up detail shot of leather belt in black color, fabric texture detail, material weave, Genuine Leather, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-leather-belt-37/4.jpg"
"men-cashmere-sweater-38","1","MODEL HERO","high fashion editorial photography, men's cashmere sweater in navy color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-cashmere-sweater-38/1.jpg"
"men-cashmere-sweater-38","2","PACKSHOT NO MODEL","professional product photography, cashmere sweater in navy color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-cashmere-sweater-38/2.jpg"
"men-cashmere-sweater-38","3","MODEL LIFESTYLE","lifestyle fashion photography, men's cashmere sweater in navy color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-cashmere-sweater-38/3.jpg"
"men-cashmere-sweater-38","4","DETAIL MACRO","macro photography, extreme close-up detail shot of cashmere sweater in navy color, fabric texture detail, material weave, 100% Cashmere, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-cashmere-sweater-38/4.jpg"
"men-wool-coat-39","1","MODEL HERO","high fashion editorial photography, men's wool coat in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-wool-coat-39/1.jpg"
"men-wool-coat-39","2","PACKSHOT NO MODEL","professional product photography, wool coat in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-wool-coat-39/2.jpg"
"men-wool-coat-39","3","MODEL LIFESTYLE","lifestyle fashion photography, men's wool coat in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-wool-coat-39/3.jpg"
"men-wool-coat-39","4","DETAIL MACRO","macro photography, extreme close-up detail shot of wool coat in black color, fabric texture detail, material weave, 70% Wool, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-wool-coat-39/4.jpg"
"men-leather-boots-40","1","MODEL HERO","high fashion editorial photography, men's leather boots in black color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-leather-boots-40/1.jpg"
"men-leather-boots-40","2","PACKSHOT NO MODEL","professional product photography, leather boots in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, clean white background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-leather-boots-40/2.jpg"
"men-leather-boots-40","3","MODEL LIFESTYLE","lifestyle fashion photography, men's leather boots in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, editorial lifestyle aesthetic, high fashion, street style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-leather-boots-40/3.jpg"
"men-leather-boots-40","4","DETAIL MACRO","macro photography, extreme close-up detail shot of leather boots in black color, fabric texture detail, material weave, Genuine Leather, professional product detail photography, studio lighting, sharp focus, luxury fashion detail, textile close-up, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-leather-boots-40/4.jpg"
"kids-floral-print-dress-41","1","MODEL HERO","high fashion editorial photography, kids' floral print dress in pink color, professional fashion model wearing the garment, studio lighting with dramatic shadows, minimalist neutral background, clean composition, luxury fashion aesthetic, editorial style, Vogue magazine style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-floral-print-dress-41/1.jpg"
