slug,imageNumber,shotType,prompt,outputPath
"women-tunic-dress-70","2","PACKSHOT NO MODEL","professional product photography, tunic dress in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-tunic-dress-70/2.jpg"
"women-tunic-dress-70","3","MODEL LIFESTYLE","lifestyle fashion photography, women's tunic dress in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-tunic-dress-70/3.jpg"
"women-tunic-dress-70","4","DETAIL MACRO","macro photography, extreme close-up detail shot of tunic dress in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/women-tunic-dress-70/4.jpg"
"men-black-suit-71","1","MODEL HERO","realistic fashion e-commerce photography, men's black suit in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-black-suit-71/1.jpg"
"men-black-suit-71","2","PACKSHOT NO MODEL","professional product photography, black suit in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-black-suit-71/2.jpg"
"men-black-suit-71","3","MODEL LIFESTYLE","lifestyle fashion photography, men's black suit in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-black-suit-71/3.jpg"
"men-black-suit-71","4","DETAIL MACRO","macro photography, extreme close-up detail shot of black suit in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-black-suit-71/4.jpg"
"men-checked-blazer-72","1","MODEL HERO","realistic fashion e-commerce photography, men's checked blazer in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-checked-blazer-72/1.jpg"
"men-checked-blazer-72","2","PACKSHOT NO MODEL","professional product photography, checked blazer in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-checked-blazer-72/2.jpg"
"men-checked-blazer-72","3","MODEL LIFESTYLE","lifestyle fashion photography, men's checked blazer in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-checked-blazer-72/3.jpg"
"men-checked-blazer-72","4","DETAIL MACRO","macro photography, extreme close-up detail shot of checked blazer in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-checked-blazer-72/4.jpg"
"men-classic-fit-sweater-73","1","MODEL HERO","realistic fashion e-commerce photography, men's classic fit sweater in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-classic-fit-sweater-73/1.jpg"
"men-classic-fit-sweater-73","2","PACKSHOT NO MODEL","professional product photography, classic fit sweater in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-classic-fit-sweater-73/2.jpg"
"men-classic-fit-sweater-73","3","MODEL LIFESTYLE","lifestyle fashion photography, men's classic fit sweater in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-classic-fit-sweater-73/3.jpg"
"men-classic-fit-sweater-73","4","DETAIL MACRO","macro photography, extreme close-up detail shot of classic fit sweater in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-classic-fit-sweater-73/4.jpg"
"men-oversized-shirt-74","1","MODEL HERO","realistic fashion e-commerce photography, men's oversized shirt in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-oversized-shirt-74/1.jpg"
"men-oversized-shirt-74","2","PACKSHOT NO MODEL","professional product photography, oversized shirt in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-oversized-shirt-74/2.jpg"
"men-oversized-shirt-74","3","MODEL LIFESTYLE","lifestyle fashion photography, men's oversized shirt in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-oversized-shirt-74/3.jpg"
"men-oversized-shirt-74","4","DETAIL MACRO","macro photography, extreme close-up detail shot of oversized shirt in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-oversized-shirt-74/4.jpg"
"men-straight-leg-pants-75","1","MODEL HERO","realistic fashion e-commerce photography, men's straight leg pants in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-straight-leg-pants-75/1.jpg"
"men-straight-leg-pants-75","2","PACKSHOT NO MODEL","professional product photography, straight leg pants in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-straight-leg-pants-75/2.jpg"
"men-straight-leg-pants-75","3","MODEL LIFESTYLE","lifestyle fashion photography, men's straight leg pants in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-straight-leg-pants-75/3.jpg"
"men-straight-leg-pants-75","4","DETAIL MACRO","macro photography, extreme close-up detail shot of straight leg pants in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-straight-leg-pants-75/4.jpg"
"men-leather-jacket-76","1","MODEL HERO","realistic fashion e-commerce photography, men's leather jacket in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-leather-jacket-76/1.jpg"
"men-leather-jacket-76","2","PACKSHOT NO MODEL","professional product photography, leather jacket in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-leather-jacket-76/2.jpg"
"men-leather-jacket-76","3","MODEL LIFESTYLE","lifestyle fashion photography, men's leather jacket in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-leather-jacket-76/3.jpg"
"men-leather-jacket-76","4","DETAIL MACRO","macro photography, extreme close-up detail shot of leather jacket in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-leather-jacket-76/4.jpg"
"men-casual-shoes-77","1","MODEL HERO","realistic fashion e-commerce photography, men's casual shoes in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-casual-shoes-77/1.jpg"
"men-casual-shoes-77","2","PACKSHOT NO MODEL","professional product photography, casual shoes in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-casual-shoes-77/2.jpg"
"men-casual-shoes-77","3","MODEL LIFESTYLE","lifestyle fashion photography, men's casual shoes in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-casual-shoes-77/3.jpg"
"men-casual-shoes-77","4","DETAIL MACRO","macro photography, extreme close-up detail shot of casual shoes in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-casual-shoes-77/4.jpg"
"men-button-up-shirt-78","1","MODEL HERO","realistic fashion e-commerce photography, men's button-up shirt in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-button-up-shirt-78/1.jpg"
"men-button-up-shirt-78","2","PACKSHOT NO MODEL","professional product photography, button-up shirt in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-button-up-shirt-78/2.jpg"
"men-button-up-shirt-78","3","MODEL LIFESTYLE","lifestyle fashion photography, men's button-up shirt in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-button-up-shirt-78/3.jpg"
"men-button-up-shirt-78","4","DETAIL MACRO","macro photography, extreme close-up detail shot of button-up shirt in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-button-up-shirt-78/4.jpg"
"men-formal-shirt-79","1","MODEL HERO","realistic fashion e-commerce photography, men's formal shirt in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-formal-shirt-79/1.jpg"
"men-formal-shirt-79","2","PACKSHOT NO MODEL","professional product photography, formal shirt in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-formal-shirt-79/2.jpg"
"men-formal-shirt-79","3","MODEL LIFESTYLE","lifestyle fashion photography, men's formal shirt in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-formal-shirt-79/3.jpg"
"men-formal-shirt-79","4","DETAIL MACRO","macro photography, extreme close-up detail shot of formal shirt in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-formal-shirt-79/4.jpg"
"men-gray-t-shirt-80","1","MODEL HERO","realistic fashion e-commerce photography, men's gray t-shirt in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-gray-t-shirt-80/1.jpg"
"men-gray-t-shirt-80","2","PACKSHOT NO MODEL","professional product photography, gray t-shirt in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-gray-t-shirt-80/2.jpg"
"men-gray-t-shirt-80","3","MODEL LIFESTYLE","lifestyle fashion photography, men's gray t-shirt in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-gray-t-shirt-80/3.jpg"
"men-gray-t-shirt-80","4","DETAIL MACRO","macro photography, extreme close-up detail shot of gray t-shirt in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-gray-t-shirt-80/4.jpg"
"men-chino-pants-81","1","MODEL HERO","realistic fashion e-commerce photography, men's chino pants in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-chino-pants-81/1.jpg"
"men-chino-pants-81","2","PACKSHOT NO MODEL","professional product photography, chino pants in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-chino-pants-81/2.jpg"
"men-chino-pants-81","3","MODEL LIFESTYLE","lifestyle fashion photography, men's chino pants in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-chino-pants-81/3.jpg"
"men-chino-pants-81","4","DETAIL MACRO","macro photography, extreme close-up detail shot of chino pants in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-chino-pants-81/4.jpg"
"men-solid-sweater-82","1","MODEL HERO","realistic fashion e-commerce photography, men's solid sweater in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-solid-sweater-82/1.jpg"
"men-solid-sweater-82","2","PACKSHOT NO MODEL","professional product photography, solid sweater in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-solid-sweater-82/2.jpg"
"men-solid-sweater-82","3","MODEL LIFESTYLE","lifestyle fashion photography, men's solid sweater in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-solid-sweater-82/3.jpg"
"men-solid-sweater-82","4","DETAIL MACRO","macro photography, extreme close-up detail shot of solid sweater in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-solid-sweater-82/4.jpg"
"men-derby-shoes-83","1","MODEL HERO","realistic fashion e-commerce photography, men's derby shoes in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-derby-shoes-83/1.jpg"
"men-derby-shoes-83","2","PACKSHOT NO MODEL","professional product photography, derby shoes in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-derby-shoes-83/2.jpg"
"men-derby-shoes-83","3","MODEL LIFESTYLE","lifestyle fashion photography, men's derby shoes in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-derby-shoes-83/3.jpg"
"men-derby-shoes-83","4","DETAIL MACRO","macro photography, extreme close-up detail shot of derby shoes in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-derby-shoes-83/4.jpg"
"men-flannel-shirt-84","1","MODEL HERO","realistic fashion e-commerce photography, men's flannel shirt in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-flannel-shirt-84/1.jpg"
"men-flannel-shirt-84","2","PACKSHOT NO MODEL","professional product photography, flannel shirt in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-flannel-shirt-84/2.jpg"
"men-flannel-shirt-84","3","MODEL LIFESTYLE","lifestyle fashion photography, men's flannel shirt in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-flannel-shirt-84/3.jpg"
"men-flannel-shirt-84","4","DETAIL MACRO","macro photography, extreme close-up detail shot of flannel shirt in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-flannel-shirt-84/4.jpg"
"men-mules-85","1","MODEL HERO","realistic fashion e-commerce photography, men's mules in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-mules-85/1.jpg"
"men-mules-85","2","PACKSHOT NO MODEL","professional product photography, mules in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-mules-85/2.jpg"
"men-mules-85","3","MODEL LIFESTYLE","lifestyle fashion photography, men's mules in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-mules-85/3.jpg"
"men-mules-85","4","DETAIL MACRO","macro photography, extreme close-up detail shot of mules in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-mules-85/4.jpg"
"men-two-piece-suit-86","1","MODEL HERO","realistic fashion e-commerce photography, men's two-piece suit in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-two-piece-suit-86/1.jpg"
"men-two-piece-suit-86","2","PACKSHOT NO MODEL","professional product photography, two-piece suit in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-two-piece-suit-86/2.jpg"
"men-two-piece-suit-86","3","MODEL LIFESTYLE","lifestyle fashion photography, men's two-piece suit in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-two-piece-suit-86/3.jpg"
"men-two-piece-suit-86","4","DETAIL MACRO","macro photography, extreme close-up detail shot of two-piece suit in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-two-piece-suit-86/4.jpg"
"men-modern-suit-87","1","MODEL HERO","realistic fashion e-commerce photography, men's modern suit in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-modern-suit-87/1.jpg"
"men-modern-suit-87","2","PACKSHOT NO MODEL","professional product photography, modern suit in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-modern-suit-87/2.jpg"
"men-modern-suit-87","3","MODEL LIFESTYLE","lifestyle fashion photography, men's modern suit in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-modern-suit-87/3.jpg"
"men-modern-suit-87","4","DETAIL MACRO","macro photography, extreme close-up detail shot of modern suit in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-modern-suit-87/4.jpg"
"men-smart-pants-88","1","MODEL HERO","realistic fashion e-commerce photography, men's smart pants in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-smart-pants-88/1.jpg"
"men-smart-pants-88","2","PACKSHOT NO MODEL","professional product photography, smart pants in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-smart-pants-88/2.jpg"
"men-smart-pants-88","3","MODEL LIFESTYLE","lifestyle fashion photography, men's smart pants in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-smart-pants-88/3.jpg"
"men-smart-pants-88","4","DETAIL MACRO","macro photography, extreme close-up detail shot of smart pants in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-smart-pants-88/4.jpg"
"kids-closed-toe-shoes-89","1","MODEL HERO","realistic fashion e-commerce photography, kids' closed-toe shoes in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-closed-toe-shoes-89/1.jpg"
"kids-closed-toe-shoes-89","2","PACKSHOT NO MODEL","professional product photography, closed-toe shoes in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-closed-toe-shoes-89/2.jpg"
